event_id,customer_id,event_date,event_type,plan_before,plan_after,mrr_before,mrr_after
EVT-003450,CUST-01844,2024-06-01,upgrade,Pro,Business,15,49
EVT-003508,CUST-01877,2024-06-01,cancel,Free,Cancelled,0,0
EVT-003525,CUST-01886,2024-06-01,cancel,Pro,Cancelled,15,0
EVT-004002,CUST-02166,2024-06-01,cancel,Pro,Cancelled,15,0
EVT-004519,CUST-02478,2024-06-01,cancel,Free,Cancelled,0,0
EVT-004749,CUST-02622,2024-06-01,cancel,Free,Cancelled,0,0
EVT-005317,CUST-02974,2024-06-01,signup,,Pro,0,15
EVT-005435,CUST-03051,2024-06-01,signup,,Business,0,49
EVT-005438,CUST-03053,2024-06-01,signup,,Free,0,0
EVT-005485,CUST-03082,2024-06-01,signup,,Pro,0,15
EVT-005549,CUST-03124,2024-06-01,signup,,Free,0,0
EVT-005623,CUST-03171,2024-06-01,signup,,Free,0,0
EVT-005689,CUST-03215,2024-06-01,signup,,Pro,0,15
EVT-005728,CUST-03241,2024-06-01,signup,,Pro,0,15
EVT-001318,CUST-00677,2024-06-02,downgrade,Pro,Free,15,0
EVT-002674,CUST-01405,2024-06-02,cancel,Free,Cancelled,0,0
EVT-004393,CUST-02402,2024-06-02,cancel,Pro,Cancelled,15,0
EVT-004604,CUST-02535,2024-06-02,cancel,Pro,Cancelled,15,0
EVT-004624,CUST-02548,2024-06-02,upgrade,Free,Pro,0,15
EVT-004962,CUST-02754,2024-06-02,cancel,Free,Cancelled,0,0
EVT-005203,CUST-02900,2024-06-02,downgrade,Business,Pro,49,15
EVT-005373,CUST-03011,2024-06-02,signup,,Pro,0,15
EVT-005407,CUST-03032,2024-06-02,signup,,Business,0,49
EVT-005424,CUST-03043,2024-06-02,signup,,Pro,0,15
EVT-005566,CUST-03134,2024-06-02,signup,,Free,0,0
EVT-005646,CUST-03186,2024-06-02,signup,,Free,0,0
EVT-005696,CUST-03221,2024-06-02,signup,,Free,0,0
EVT-005722,CUST-03237,2024-06-02,signup,,Pro,0,15
EVT-000246,CUST-00123,2024-06-03,cancel,Pro,Cancelled,15,0
EVT-003883,CUST-02100,2024-06-03,cancel,Business,Cancelled,49,0
EVT-004731,CUST-02611,2024-06-03,cancel,Free,Cancelled,0,0
EVT-005215,CUST-02907,2024-06-03,cancel,Free,Cancelled,0,0
EVT-005319,CUST-02976,2024-06-03,signup,,Pro,0,15
EVT-005394,CUST-03024,2024-06-03,signup,,Free,0,0
EVT-005397,CUST-03026,2024-06-03,signup,,Free,0,0
EVT-005481,CUST-03079,2024-06-03,signup,,Enterprise,0,199
EVT-005624,CUST-03172,2024-06-03,signup,,Free,0,0
EVT-005726,CUST-03239,2024-06-03,signup,,Pro,0,15
EVT-003140,CUST-01663,2024-06-04,upgrade,Pro,Business,15,49
EVT-003233,CUST-01716,2024-06-04,upgrade,Pro,Business,15,49
EVT-004177,CUST-02272,2024-06-04,downgrade,Pro,Free,15,0
EVT-004310,CUST-02353,2024-06-04,cancel,Free,Cancelled,0,0
EVT-004760,CUST-02629,2024-06-04,cancel,Free,Cancelled,0,0
EVT-004801,CUST-02654,2024-06-04,cancel,Pro,Cancelled,15,0
EVT-005077,CUST-02822,2024-06-04,cancel,Free,Cancelled,0,0
EVT-005238,CUST-02921,2024-06-04,cancel,Pro,Cancelled,15,0
EVT-005318,CUST-02975,2024-06-04,signup,,Free,0,0
EVT-005321,CUST-02977,2024-06-04,signup,,Free,0,0
EVT-005361,CUST-03003,2024-06-04,signup,,Free,0,0
EVT-005390,CUST-03021,2024-06-04,signup,,Free,0,0
EVT-005444,CUST-03056,2024-06-04,signup,,Free,0,0
EVT-005460,CUST-03065,2024-06-04,signup,,Free,0,0
EVT-005462,CUST-03066,2024-06-04,signup,,Pro,0,15
EVT-005537,CUST-03116,2024-06-04,signup,,Pro,0,15
EVT-005568,CUST-03136,2024-06-04,signup,,Enterprise,0,199
EVT-005573,CUST-03140,2024-06-04,signup,,Free,0,0
EVT-005609,CUST-03163,2024-06-04,signup,,Free,0,0
EVT-005617,CUST-03167,2024-06-04,signup,,Pro,0,15
EVT-005660,CUST-03196,2024-06-04,signup,,Pro,0,15
EVT-005708,CUST-03229,2024-06-04,signup,,Pro,0,15
EVT-003907,CUST-02112,2024-06-05,cancel,Free,Cancelled,0,0
EVT-004042,CUST-02187,2024-06-05,cancel,Free,Cancelled,0,0
EVT-004229,CUST-02302,2024-06-05,cancel,Pro,Cancelled,15,0
EVT-005224,CUST-02913,2024-06-05,cancel,Free,Cancelled,0,0
EVT-005357,CUST-03001,2024-06-05,signup,,Free,0,0
EVT-005375,CUST-03012,2024-06-05,signup,,Free,0,0
EVT-005413,CUST-03036,2024-06-05,signup,,Pro,0,15
EVT-005474,CUST-03074,2024-06-05,signup,,Pro,0,15
EVT-005491,CUST-03087,2024-06-05,signup,,Free,0,0
EVT-005532,CUST-03113,2024-06-05,signup,,Business,0,49
EVT-005569,CUST-03137,2024-06-05,signup,,Pro,0,15
EVT-005588,CUST-03150,2024-06-05,signup,,Pro,0,15
EVT-005603,CUST-03159,2024-06-05,signup,,Pro,0,15
EVT-005712,CUST-03232,2024-06-05,signup,,Business,0,49
EVT-005724,CUST-03238,2024-06-05,signup,,Pro,0,15
EVT-000736,CUST-00374,2024-06-06,upgrade,Free,Pro,0,15
EVT-001827,CUST-00945,2024-06-06,downgrade,Pro,Free,15,0
EVT-002196,CUST-01146,2024-06-06,cancel,Free,Cancelled,0,0
EVT-002594,CUST-01362,2024-06-06,cancel,Free,Cancelled,0,0
EVT-003252,CUST-01726,2024-06-06,upgrade,Pro,Business,15,49
EVT-003727,CUST-02009,2024-06-06,cancel,Free,Cancelled,0,0
EVT-004268,CUST-02324,2024-06-06,upgrade,Pro,Business,15,49
EVT-004948,CUST-02745,2024-06-06,cancel,Pro,Cancelled,15,0
EVT-005073,CUST-02819,2024-06-06,cancel,Free,Cancelled,0,0
EVT-005254,CUST-02931,2024-06-06,cancel,Pro,Cancelled,15,0
EVT-005286,CUST-02953,2024-06-06,cancel,Free,Cancelled,0,0
EVT-005366,CUST-03007,2024-06-06,signup,,Free,0,0
EVT-005381,CUST-03016,2024-06-06,signup,,Pro,0,15
EVT-005404,CUST-03030,2024-06-06,signup,,Pro,0,15
EVT-005415,CUST-03037,2024-06-06,signup,,Free,0,0
EVT-005467,CUST-03069,2024-06-06,signup,,Free,0,0
EVT-005475,CUST-03075,2024-06-06,signup,,Free,0,0
EVT-005488,CUST-03085,2024-06-06,signup,,Enterprise,0,199
EVT-005557,CUST-03128,2024-06-06,signup,,Free,0,0
EVT-005730,CUST-03243,2024-06-06,signup,,Enterprise,0,199
EVT-000826,CUST-00419,2024-06-07,upgrade,Pro,Business,15,49
EVT-001911,CUST-00992,2024-06-07,cancel,Free,Cancelled,0,0
EVT-003089,CUST-01635,2024-06-07,cancel,Free,Cancelled,0,0
EVT-003281,CUST-01744,2024-06-07,cancel,Free,Cancelled,0,0
EVT-003929,CUST-02124,2024-06-07,upgrade,Pro,Business,15,49
EVT-004006,CUST-02168,2024-06-07,upgrade,Pro,Business,15,49
EVT-004136,CUST-02246,2024-06-07,cancel,Free,Cancelled,0,0
EVT-004498,CUST-02465,2024-06-07,cancel,Pro,Cancelled,15,0
EVT-004764,CUST-02632,2024-06-07,cancel,Pro,Cancelled,15,0
EVT-005337,CUST-02987,2024-06-07,signup,,Enterprise,0,199
EVT-005344,CUST-02991,2024-06-07,signup,,Business,0,49
EVT-005406,CUST-03031,2024-06-07,signup,,Pro,0,15
EVT-005411,CUST-03035,2024-06-07,signup,,Free,0,0
EVT-005425,CUST-03044,2024-06-07,signup,,Free,0,0
EVT-005458,CUST-03064,2024-06-07,signup,,Pro,0,15
EVT-005465,CUST-03068,2024-06-07,signup,,Free,0,0
EVT-005480,CUST-03078,2024-06-07,signup,,Free,0,0
EVT-005516,CUST-03103,2024-06-07,signup,,Business,0,49
EVT-005570,CUST-03138,2024-06-07,signup,,Free,0,0
EVT-005587,CUST-03149,2024-06-07,signup,,Free,0,0
EVT-005599,CUST-03156,2024-06-07,signup,,Business,0,49
EVT-005611,CUST-03164,2024-06-07,signup,,Pro,0,15
EVT-005655,CUST-03193,2024-06-07,signup,,Enterprise,0,199
EVT-005685,CUST-03212,2024-06-07,signup,,Pro,0,15
EVT-000392,CUST-00196,2024-06-08,cancel,Pro,Cancelled,15,0
EVT-001341,CUST-00688,2024-06-08,cancel,Business,Cancelled,49,0
EVT-002358,CUST-01235,2024-06-08,cancel,Free,Cancelled,0,0
EVT-003476,CUST-01859,2024-06-08,cancel,Free,Cancelled,0,0
EVT-003746,CUST-02020,2024-06-08,cancel,Pro,Cancelled,15,0
EVT-003948,CUST-02136,2024-06-08,cancel,Free,Cancelled,0,0
EVT-004569,CUST-02511,2024-06-08,cancel,Pro,Cancelled,15,0
EVT-004662,CUST-02572,2024-06-08,cancel,Pro,Cancelled,15,0
EVT-005045,CUST-02802,2024-06-08,cancel,Pro,Cancelled,15,0
EVT-005096,CUST-02834,2024-06-08,cancel,Free,Cancelled,0,0
EVT-005391,CUST-03022,2024-06-08,signup,,Enterprise,0,199
EVT-005436,CUST-03052,2024-06-08,signup,,Pro,0,15
EVT-005455,CUST-03062,2024-06-08,signup,,Pro,0,15
EVT-005540,CUST-03118,2024-06-08,signup,,Pro,0,15
EVT-005545,CUST-03121,2024-06-08,signup,,Pro,0,15
EVT-005561,CUST-03130,2024-06-08,signup,,Free,0,0
EVT-005578,CUST-03143,2024-06-08,signup,,Pro,0,15
EVT-005591,CUST-03152,2024-06-08,signup,,Pro,0,15
EVT-005620,CUST-03169,2024-06-08,signup,,Free,0,0
EVT-005629,CUST-03175,2024-06-08,signup,,Pro,0,15
EVT-005643,CUST-03183,2024-06-08,signup,,Pro,0,15
EVT-005651,CUST-03190,2024-06-08,signup,,Free,0,0
EVT-005652,CUST-03191,2024-06-08,signup,,Free,0,0
EVT-005690,CUST-03216,2024-06-08,signup,,Pro,0,15
EVT-005692,CUST-03218,2024-06-08,signup,,Free,0,0
EVT-005707,CUST-03228,2024-06-08,signup,,Enterprise,0,199
EVT-001013,CUST-00516,2024-06-09,cancel,Pro,Cancelled,15,0
EVT-001098,CUST-00562,2024-06-09,upgrade,Free,Pro,0,15
EVT-004467,CUST-02444,2024-06-09,upgrade,Free,Pro,0,15
EVT-004475,CUST-02448,2024-06-09,cancel,Business,Cancelled,49,0
EVT-004533,CUST-02488,2024-06-09,cancel,Free,Cancelled,0,0
EVT-004915,CUST-02723,2024-06-09,cancel,Free,Cancelled,0,0
EVT-005086,CUST-02828,2024-06-09,cancel,Free,Cancelled,0,0
EVT-005309,CUST-02968,2024-06-09,cancel,Pro,Cancelled,15,0
EVT-005314,CUST-02972,2024-06-09,signup,,Free,0,0
EVT-005327,CUST-02981,2024-06-09,signup,,Pro,0,15
EVT-005353,CUST-02998,2024-06-09,signup,,Pro,0,15
EVT-005378,CUST-03014,2024-06-09,signup,,Pro,0,15
EVT-005392,CUST-03023,2024-06-09,signup,,Pro,0,15
EVT-005497,CUST-03090,2024-06-09,signup,,Free,0,0
EVT-005499,CUST-03092,2024-06-09,signup,,Pro,0,15
EVT-005522,CUST-03107,2024-06-09,signup,,Pro,0,15
EVT-005554,CUST-03126,2024-06-09,signup,,Pro,0,15
EVT-005572,CUST-03139,2024-06-09,signup,,Pro,0,15
EVT-005575,CUST-03141,2024-06-09,signup,,Free,0,0
EVT-005576,CUST-03142,2024-06-09,signup,,Free,0,0
EVT-005674,CUST-03205,2024-06-09,signup,,Free,0,0
EVT-005675,CUST-03206,2024-06-09,signup,,Free,0,0
EVT-005702,CUST-03224,2024-06-09,signup,,Business,0,49
EVT-000114,CUST-00061,2024-06-10,cancel,Free,Cancelled,0,0
EVT-003425,CUST-01828,2024-06-10,cancel,Pro,Cancelled,15,0
EVT-003606,CUST-01938,2024-06-10,upgrade,Business,Enterprise,49,199
EVT-003686,CUST-01987,2024-06-10,cancel,Free,Cancelled,0,0
EVT-004919,CUST-02725,2024-06-10,cancel,Pro,Cancelled,15,0
EVT-005155,CUST-02872,2024-06-10,cancel,Free,Cancelled,0,0
EVT-005379,CUST-03015,2024-06-10,signup,,Pro,0,15
EVT-005383,CUST-03017,2024-06-10,signup,,Free,0,0
EVT-005422,CUST-03042,2024-06-10,signup,,Pro,0,15
EVT-005511,CUST-03099,2024-06-10,signup,,Free,0,0
EVT-005513,CUST-03100,2024-06-10,signup,,Pro,0,15
EVT-005514,CUST-03101,2024-06-10,signup,,Free,0,0
EVT-005546,CUST-03122,2024-06-10,signup,,Free,0,0
EVT-005585,CUST-03148,2024-06-10,signup,,Free,0,0
EVT-005602,CUST-03158,2024-06-10,signup,,Free,0,0
EVT-005606,CUST-03161,2024-06-10,signup,,Free,0,0
EVT-005703,CUST-03225,2024-06-10,signup,,Free,0,0
EVT-005716,CUST-03235,2024-06-10,signup,,Free,0,0
EVT-001063,CUST-00543,2024-06-11,cancel,Business,Cancelled,49,0
EVT-001482,CUST-00762,2024-06-11,cancel,Free,Cancelled,0,0
EVT-003397,CUST-01813,2024-06-11,cancel,Pro,Cancelled,15,0
EVT-003958,CUST-02141,2024-06-11,cancel,Free,Cancelled,0,0
EVT-004234,CUST-02305,2024-06-11,cancel,Free,Cancelled,0,0
EVT-004667,CUST-02574,2024-06-11,cancel,Free,Cancelled,0,0
EVT-005002,CUST-02777,2024-06-11,cancel,Free,Cancelled,0,0
EVT-005084,CUST-02827,2024-06-11,cancel,Free,Cancelled,0,0
EVT-005298,CUST-02962,2024-06-11,upgrade,Pro,Business,15,49
EVT-005388,CUST-03020,2024-06-11,signup,,Free,0,0
EVT-005503,CUST-03095,2024-06-11,signup,,Free,0,0
EVT-005613,CUST-03165,2024-06-11,signup,,Free,0,0
EVT-005711,CUST-03231,2024-06-11,signup,,Free,0,0
EVT-005727,CUST-03240,2024-06-11,signup,,Pro,0,15
EVT-001424,CUST-00730,2024-06-12,downgrade,Enterprise,Business,199,49
EVT-001638,CUST-00844,2024-06-12,cancel,Business,Cancelled,49,0
EVT-002012,CUST-01048,2024-06-12,downgrade,Pro,Free,15,0
EVT-002168,CUST-01132,2024-06-12,downgrade,Business,Pro,49,15
EVT-002522,CUST-01325,2024-06-12,upgrade,Free,Pro,0,15
EVT-004150,CUST-02255,2024-06-12,downgrade,Pro,Free,15,0
EVT-004180,CUST-02273,2024-06-12,upgrade,Pro,Business,15,49
EVT-004415,CUST-02414,2024-06-12,upgrade,Free,Pro,0,15
EVT-004436,CUST-02426,2024-06-12,cancel,Free,Cancelled,0,0
EVT-004744,CUST-02619,2024-06-12,cancel,Pro,Cancelled,15,0
EVT-004925,CUST-02728,2024-06-12,cancel,Free,Cancelled,0,0
EVT-005038,CUST-02798,2024-06-12,cancel,Pro,Cancelled,15,0
EVT-005332,CUST-02984,2024-06-12,signup,,Free,0,0
EVT-005349,CUST-02995,2024-06-12,signup,,Pro,0,15
EVT-005387,CUST-03019,2024-06-12,signup,,Pro,0,15
EVT-005399,CUST-03027,2024-06-12,signup,,Business,0,49
EVT-005417,CUST-03039,2024-06-12,signup,,Free,0,0
EVT-005508,CUST-03097,2024-06-12,signup,,Free,0,0
EVT-005517,CUST-03104,2024-06-12,signup,,Pro,0,15
EVT-005529,CUST-03111,2024-06-12,signup,,Pro,0,15
EVT-005548,CUST-03123,2024-06-12,signup,,Pro,0,15
EVT-005614,CUST-03166,2024-06-12,signup,,Pro,0,15
EVT-005657,CUST-03194,2024-06-12,signup,,Free,0,0
EVT-001996,CUST-01040,2024-06-13,upgrade,Pro,Business,15,49
EVT-002796,CUST-01469,2024-06-13,cancel,Pro,Cancelled,15,0
EVT-003369,CUST-01795,2024-06-13,cancel,Free,Cancelled,0,0
EVT-003405,CUST-01817,2024-06-13,cancel,Pro,Cancelled,15,0
EVT-003631,CUST-01953,2024-06-13,cancel,Pro,Cancelled,15,0
EVT-003696,CUST-01992,2024-06-13,cancel,Free,Cancelled,0,0
EVT-004130,CUST-02243,2024-06-13,cancel,Pro,Cancelled,15,0
EVT-004315,CUST-02356,2024-06-13,cancel,Business,Cancelled,49,0
EVT-005354,CUST-02999,2024-06-13,signup,,Pro,0,15
EVT-005377,CUST-03013,2024-06-13,signup,,Pro,0,15
EVT-005384,CUST-03018,2024-06-13,signup,,Pro,0,15
EVT-005443,CUST-03055,2024-06-13,signup,,Pro,0,15
EVT-005451,CUST-03060,2024-06-13,signup,,Free,0,0
EVT-005519,CUST-03105,2024-06-13,signup,,Business,0,49
EVT-005621,CUST-03170,2024-06-13,signup,,Pro,0,15
EVT-005706,CUST-03227,2024-06-13,signup,,Pro,0,15
EVT-005729,CUST-03242,2024-06-13,signup,,Pro,0,15
EVT-002881,CUST-01517,2024-06-14,cancel,Free,Cancelled,0,0
EVT-003529,CUST-01888,2024-06-14,cancel,Free,Cancelled,0,0
EVT-003699,CUST-01994,2024-06-14,cancel,Free,Cancelled,0,0
EVT-004508,CUST-02472,2024-06-14,upgrade,Free,Pro,0,15
EVT-004794,CUST-02650,2024-06-14,cancel,Pro,Cancelled,15,0
EVT-004816,CUST-02663,2024-06-14,upgrade,Free,Pro,0,15
EVT-004868,CUST-02694,2024-06-14,cancel,Free,Cancelled,0,0
EVT-004889,CUST-02707,2024-06-14,cancel,Pro,Cancelled,15,0
EVT-005186,CUST-02890,2024-06-14,upgrade,Free,Pro,0,15
EVT-005402,CUST-03029,2024-06-14,signup,,Free,0,0
EVT-005446,CUST-03057,2024-06-14,signup,,Business,0,49
EVT-005477,CUST-03076,2024-06-14,signup,,Free,0,0
EVT-005484,CUST-03081,2024-06-14,signup,,Free,0,0
EVT-005487,CUST-03084,2024-06-14,signup,,Pro,0,15
EVT-005524,CUST-03108,2024-06-14,signup,,Free,0,0
EVT-005551,CUST-03125,2024-06-14,signup,,Pro,0,15
EVT-005626,CUST-03173,2024-06-14,signup,,Pro,0,15
EVT-005631,CUST-03176,2024-06-14,signup,,Pro,0,15
EVT-005649,CUST-03189,2024-06-14,signup,,Free,0,0
EVT-003707,CUST-01999,2024-06-15,cancel,Free,Cancelled,0,0
EVT-004323,CUST-02360,2024-06-15,cancel,Pro,Cancelled,15,0
EVT-005119,CUST-02848,2024-06-15,cancel,Pro,Cancelled,15,0
EVT-005218,CUST-02909,2024-06-15,upgrade,Free,Pro,0,15
EVT-005322,CUST-02978,2024-06-15,signup,,Free,0,0
EVT-005325,CUST-02980,2024-06-15,signup,,Pro,0,15
EVT-005348,CUST-02994,2024-06-15,signup,,Pro,0,15
EVT-005448,CUST-03058,2024-06-15,signup,,Free,0,0
EVT-005498,CUST-03091,2024-06-15,signup,,Business,0,49
EVT-005500,CUST-03093,2024-06-15,signup,,Pro,0,15
EVT-005581,CUST-03145,2024-06-15,signup,,Pro,0,15
EVT-005645,CUST-03185,2024-06-15,signup,,Pro,0,15
EVT-005698,CUST-03222,2024-06-15,signup,,Free,0,0
EVT-005733,CUST-03245,2024-06-15,signup,,Free,0,0
EVT-001208,CUST-00620,2024-06-16,cancel,Free,Cancelled,0,0
EVT-003221,CUST-01709,2024-06-16,upgrade,Free,Pro,0,15
EVT-003256,CUST-01729,2024-06-16,cancel,Free,Cancelled,0,0
EVT-003395,CUST-01812,2024-06-16,cancel,Free,Cancelled,0,0
EVT-004208,CUST-02289,2024-06-16,cancel,Pro,Cancelled,15,0
EVT-004705,CUST-02597,2024-06-16,cancel,Free,Cancelled,0,0
EVT-004766,CUST-02633,2024-06-16,cancel,Pro,Cancelled,15,0
EVT-005419,CUST-03040,2024-06-16,signup,,Pro,0,15
EVT-005420,CUST-03041,2024-06-16,signup,,Free,0,0
EVT-005426,CUST-03045,2024-06-16,signup,,Free,0,0
EVT-005470,CUST-03071,2024-06-16,signup,,Pro,0,15
EVT-005482,CUST-03080,2024-06-16,signup,,Free,0,0
EVT-005496,CUST-03089,2024-06-16,signup,,Free,0,0
EVT-005634,CUST-03178,2024-06-16,signup,,Pro,0,15
EVT-005653,CUST-03192,2024-06-16,signup,,Pro,0,15
EVT-005684,CUST-03211,2024-06-16,signup,,Pro,0,15
EVT-005715,CUST-03234,2024-06-16,signup,,Pro,0,15
EVT-000990,CUST-00504,2024-06-17,cancel,Free,Cancelled,0,0
EVT-002320,CUST-01215,2024-06-17,cancel,Business,Cancelled,49,0
EVT-002348,CUST-01228,2024-06-17,cancel,Pro,Cancelled,15,0
EVT-004337,CUST-02367,2024-06-17,cancel,Free,Cancelled,0,0
EVT-004458,CUST-02437,2024-06-17,cancel,Pro,Cancelled,15,0
EVT-004492,CUST-02462,2024-06-17,upgrade,Pro,Business,15,49
EVT-005111,CUST-02843,2024-06-17,cancel,Free,Cancelled,0,0
EVT-005396,CUST-03025,2024-06-17,signup,,Pro,0,15
EVT-005408,CUST-03033,2024-06-17,signup,,Pro,0,15
EVT-005453,CUST-03061,2024-06-17,signup,,Free,0,0
EVT-005468,CUST-03070,2024-06-17,signup,,Free,0,0
EVT-005506,CUST-03096,2024-06-17,signup,,Free,0,0
EVT-005510,CUST-03098,2024-06-17,signup,,Free,0,0
EVT-005520,CUST-03106,2024-06-17,signup,,Free,0,0
EVT-005618,CUST-03168,2024-06-17,signup,,Free,0,0
EVT-005658,CUST-03195,2024-06-17,signup,,Pro,0,15
EVT-005665,CUST-03200,2024-06-17,signup,,Free,0,0
EVT-005682,CUST-03210,2024-06-17,signup,,Free,0,0
EVT-005705,CUST-03226,2024-06-17,signup,,Pro,0,15
EVT-002932,CUST-01546,2024-06-18,cancel,Free,Cancelled,0,0
EVT-003191,CUST-01693,2024-06-18,cancel,Pro,Cancelled,15,0
EVT-004038,CUST-02185,2024-06-18,cancel,Pro,Cancelled,15,0
EVT-004647,CUST-02562,2024-06-18,cancel,Pro,Cancelled,15,0
EVT-004785,CUST-02644,2024-06-18,upgrade,Pro,Business,15,49
EVT-004814,CUST-02662,2024-06-18,cancel,Free,Cancelled,0,0
EVT-004970,CUST-02759,2024-06-18,cancel,Free,Cancelled,0,0
EVT-005289,CUST-02955,2024-06-18,upgrade,Free,Pro,0,15
EVT-005316,CUST-02973,2024-06-18,signup,,Pro,0,15
EVT-005363,CUST-03005,2024-06-18,signup,,Pro,0,15
EVT-005372,CUST-03010,2024-06-18,signup,,Free,0,0
EVT-005429,CUST-03046,2024-06-18,signup,,Pro,0,15
EVT-005431,CUST-03048,2024-06-18,signup,,Pro,0,15
EVT-005434,CUST-03050,2024-06-18,signup,,Business,0,49
EVT-005441,CUST-03054,2024-06-18,signup,,Free,0,0
EVT-005450,CUST-03059,2024-06-18,signup,,Free,0,0
EVT-005494,CUST-03088,2024-06-18,signup,,Pro,0,15
EVT-005528,CUST-03110,2024-06-18,signup,,Pro,0,15
EVT-005534,CUST-03114,2024-06-18,signup,,Free,0,0
EVT-005596,CUST-03155,2024-06-18,signup,,Pro,0,15
EVT-005633,CUST-03177,2024-06-18,signup,,Free,0,0
EVT-005636,CUST-03179,2024-06-18,signup,,Pro,0,15
EVT-005638,CUST-03180,2024-06-18,signup,,Free,0,0
EVT-005661,CUST-03197,2024-06-18,signup,,Free,0,0
EVT-001004,CUST-00511,2024-06-19,cancel,Free,Cancelled,0,0
EVT-001914,CUST-00993,2024-06-19,cancel,Pro,Cancelled,15,0
EVT-003758,CUST-02026,2024-06-19,cancel,Pro,Cancelled,15,0
EVT-004513,CUST-02474,2024-06-19,cancel,Free,Cancelled,0,0
EVT-004735,CUST-02614,2024-06-19,cancel,Free,Cancelled,0,0
EVT-005333,CUST-02985,2024-06-19,signup,,Free,0,0
EVT-005345,CUST-02992,2024-06-19,signup,,Business,0,49
EVT-005486,CUST-03083,2024-06-19,signup,,Free,0,0
EVT-005515,CUST-03102,2024-06-19,signup,,Business,0,49
EVT-005564,CUST-03133,2024-06-19,signup,,Free,0,0
EVT-005580,CUST-03144,2024-06-19,signup,,Enterprise,0,199
EVT-005583,CUST-03146,2024-06-19,signup,,Enterprise,0,199
EVT-005666,CUST-03201,2024-06-19,signup,,Pro,0,15
EVT-000120,CUST-00065,2024-06-20,cancel,Pro,Cancelled,15,0
EVT-002181,CUST-01139,2024-06-20,cancel,Free,Cancelled,0,0
EVT-003128,CUST-01658,2024-06-20,cancel,Pro,Cancelled,15,0
EVT-004071,CUST-02206,2024-06-20,upgrade,Free,Pro,0,15
EVT-004443,CUST-02430,2024-06-20,upgrade,Free,Pro,0,15
EVT-004539,CUST-02491,2024-06-20,upgrade,Pro,Business,15,49
EVT-005335,CUST-02986,2024-06-20,signup,,Pro,0,15
EVT-005356,CUST-03000,2024-06-20,signup,,Free,0,0
EVT-005370,CUST-03009,2024-06-20,signup,,Free,0,0
EVT-005430,CUST-03047,2024-06-20,signup,,Free,0,0
EVT-005457,CUST-03063,2024-06-20,signup,,Pro,0,15
EVT-005531,CUST-03112,2024-06-20,signup,,Pro,0,15
EVT-005562,CUST-03131,2024-06-20,signup,,Pro,0,15
EVT-005589,CUST-03151,2024-06-20,signup,,Free,0,0
EVT-005628,CUST-03174,2024-06-20,signup,,Pro,0,15
EVT-005642,CUST-03182,2024-06-20,signup,,Business,0,49
EVT-000579,CUST-00295,2024-06-21,cancel,Pro,Cancelled,15,0
EVT-001214,CUST-00623,2024-06-21,cancel,Pro,Cancelled,15,0
EVT-001241,CUST-00637,2024-06-21,upgrade,Free,Pro,0,15
EVT-001486,CUST-00764,2024-06-21,cancel,Pro,Cancelled,15,0
EVT-004225,CUST-02300,2024-06-21,upgrade,Free,Pro,0,15
EVT-004253,CUST-02317,2024-06-21,downgrade,Pro,Free,15,0
EVT-004452,CUST-02434,2024-06-21,cancel,Free,Cancelled,0,0
EVT-004853,CUST-02684,2024-06-21,upgrade,Pro,Business,15,49
EVT-005121,CUST-02849,2024-06-21,cancel,Pro,Cancelled,15,0
EVT-005323,CUST-02979,2024-06-21,signup,,Pro,0,15
EVT-005350,CUST-02996,2024-06-21,signup,,Free,0,0
EVT-005559,CUST-03129,2024-06-21,signup,,Free,0,0
EVT-005648,CUST-03188,2024-06-21,signup,,Pro,0,15
EVT-005670,CUST-03203,2024-06-21,signup,,Free,0,0
EVT-005688,CUST-03214,2024-06-21,signup,,Free,0,0
EVT-005700,CUST-03223,2024-06-21,signup,,Pro,0,15
EVT-005713,CUST-03233,2024-06-21,signup,,Pro,0,15
EVT-000432,CUST-00217,2024-06-22,cancel,Free,Cancelled,0,0
EVT-002587,CUST-01358,2024-06-22,cancel,Free,Cancelled,0,0
EVT-003351,CUST-01786,2024-06-22,cancel,Business,Cancelled,49,0
EVT-003657,CUST-01969,2024-06-22,cancel,Pro,Cancelled,15,0
EVT-003869,CUST-02091,2024-06-22,cancel,Free,Cancelled,0,0
EVT-003962,CUST-02143,2024-06-22,cancel,Free,Cancelled,0,0
EVT-004729,CUST-02610,2024-06-22,cancel,Pro,Cancelled,15,0
EVT-005328,CUST-02982,2024-06-22,signup,,Free,0,0
EVT-005416,CUST-03038,2024-06-22,signup,,Free,0,0
EVT-005433,CUST-03049,2024-06-22,signup,,Pro,0,15
EVT-005463,CUST-03067,2024-06-22,signup,,Free,0,0
EVT-005472,CUST-03073,2024-06-22,signup,,Pro,0,15
EVT-005538,CUST-03117,2024-06-22,signup,,Pro,0,15
EVT-005542,CUST-03119,2024-06-22,signup,,Business,0,49
EVT-005662,CUST-03198,2024-06-22,signup,,Free,0,0
EVT-005672,CUST-03204,2024-06-22,signup,,Free,0,0
EVT-005735,CUST-03246,2024-06-22,signup,,Free,0,0
EVT-002432,CUST-01276,2024-06-23,downgrade,Pro,Free,15,0
EVT-002975,CUST-01569,2024-06-23,cancel,Free,Cancelled,0,0
EVT-004510,CUST-02473,2024-06-23,upgrade,Free,Pro,0,15
EVT-004687,CUST-02586,2024-06-23,cancel,Free,Cancelled,0,0
