customer_id,signup_date,acquisition_channel,region,company_size,initial_plan
CUST-02571,2024-04-06,Paid Ads,North America,8,Pro
CUST-02572,2024-04-18,Referral,Europe,49,Pro
CUST-02573,2024-04-01,Organic Search,Europe,15,Free
CUST-02574,2024-04-09,Paid Ads,Europe,7,Free
CUST-02575,2024-04-03,Organic Search,Europe,170,Business
CUST-02576,2024-04-05,Content Marketing,Asia Pacific,19,Free
CUST-02577,2024-04-08,Organic Search,Europe,11,Free
CUST-02578,2024-04-04,Organic Search,Europe,24,Pro
CUST-02579,2024-04-17,Organic Search,Europe,45,Pro
CUST-02580,2024-04-08,Organic Search,Europe,12,Free
CUST-02581,2024-04-27,Organic Search,North America,27,Pro
CUST-02582,2024-04-25,Paid Ads,Asia Pacific,11,Free
CUST-02583,2024-04-11,Organic Search,North America,11,Free
CUST-02584,2024-04-15,Organic Search,Europe,237,Business
CUST-02585,2024-04-03,Organic Search,Asia Pacific,18,Free
CUST-02586,2024-04-13,Paid Ads,North America,11,Free
CUST-02587,2024-04-06,Organic Search,Asia Pacific,15,Pro
CUST-02588,2024-04-15,Paid Ads,Asia Pacific,17,Free
CUST-02589,2024-04-17,Referral,North America,15,Free
CUST-02590,2024-04-01,Referral,Europe,42,Business
CUST-02591,2024-04-24,Organic Search,North America,26,Pro
CUST-02592,2024-04-13,Content Marketing,North America,7,Free
CUST-02593,2024-04-16,Referral,North America,7,Free
CUST-02594,2024-04-11,Organic Search,Asia Pacific,15,Pro
CUST-02595,2024-04-12,Paid Ads,Europe,9,Free
CUST-02596,2024-04-27,Referral,Asia Pacific,4,Free
CUST-02597,2024-04-18,Organic Search,Asia Pacific,17,Free
CUST-02598,2024-04-04,Paid Ads,Europe,3,Free
CUST-02599,2024-04-18,Referral,Latin America,5,Free
CUST-02600,2024-04-26,Organic Search,Europe,6,Free
CUST-02601,2024-04-24,Outbound Sales,Asia Pacific,3951,Enterprise
CUST-02602,2024-04-18,Organic Search,Europe,16,Free
CUST-02603,2024-04-02,Organic Search,North America,35,Pro
CUST-02604,2024-04-21,Organic Search,Europe,17,Free
CUST-02605,2024-04-03,Paid Ads,Europe,45,Pro
CUST-02606,2024-04-15,Content Marketing,Asia Pacific,1,Free
CUST-02607,2024-04-12,Content Marketing,North America,6,Pro
CUST-02608,2024-04-02,Content Marketing,North America,177,Business
CUST-02609,2024-04-26,Paid Ads,Europe,23,Pro
CUST-02610,2024-04-01,Paid Ads,Asia Pacific,10,Pro
CUST-02611,2024-04-12,Paid Ads,Asia Pacific,7,Free
CUST-02612,2024-04-03,Organic Search,Europe,36,Business
CUST-02613,2024-04-02,Content Marketing,Europe,47,Pro
CUST-02614,2024-04-05,Paid Ads,Europe,5,Free
CUST-02615,2024-04-21,Paid Ads,Europe,5,Free
CUST-02616,2024-04-25,Paid Ads,Latin America,10,Free
CUST-02617,2024-04-21,Content Marketing,North America,18,Free
CUST-02618,2024-04-16,Organic Search,Asia Pacific,6,Free
CUST-02619,2024-04-15,Referral,Europe,28,Pro
CUST-02620,2024-04-26,Referral,North America,61,Business
CUST-02621,2024-04-25,Content Marketing,Asia Pacific,12,Free
CUST-02622,2024-04-22,Organic Search,North America,18,Free
CUST-02623,2024-04-15,Organic Search,North America,47,Pro
CUST-02624,2024-04-17,Paid Ads,North America,34,Pro
CUST-02625,2024-04-23,Content Marketing,North America,14,Free
CUST-02626,2024-04-16,Outbound Sales,Latin America,2421,Enterprise
CUST-02627,2024-04-11,Paid Ads,Europe,8,Free
CUST-02628,2024-04-21,Organic Search,Europe,21,Pro
CUST-02629,2024-04-03,Organic Search,North America,15,Free
CUST-02630,2024-04-14,Referral,North America,21,Pro
CUST-02631,2024-04-19,Organic Search,Europe,14,Pro
CUST-02632,2024-04-04,Paid Ads,Latin America,32,Pro
CUST-02633,2024-04-22,Content Marketing,North America,11,Pro
CUST-02634,2024-04-22,Paid Ads,Europe,20,Pro
CUST-02635,2024-04-13,Paid Ads,North America,6,Free
CUST-02636,2024-04-20,Organic Search,Asia Pacific,5,Free
CUST-02637,2024-04-22,Organic Search,Asia Pacific,19,Pro
CUST-02638,2024-04-11,Referral,North America,25,Pro
CUST-02639,2024-04-21,Paid Ads,Latin America,48,Pro
CUST-02640,2024-04-24,Organic Search,North America,4,Free
CUST-02641,2024-04-11,Organic Search,Europe,1,Free
CUST-02642,2024-04-26,Organic Search,Europe,9,Free
CUST-02643,2024-04-12,Referral,Europe,35,Pro
CUST-02644,2024-04-14,Paid Ads,Europe,49,Pro
CUST-02645,2024-04-02,Paid Ads,North America,36,Pro
CUST-02646,2024-04-05,Paid Ads,Europe,31,Pro
CUST-02647,2024-04-18,Organic Search,Latin America,5,Free
CUST-02648,2024-04-27,Paid Ads,North America,34,Pro
CUST-02649,2024-04-09,Organic Search,Europe,45,Pro
CUST-02650,2024-04-22,Content Marketing,Asia Pacific,44,Pro
CUST-02651,2024-04-09,Organic Search,Europe,55,Business
CUST-02652,2024-04-08,Paid Ads,Asia Pacific,7,Free
CUST-02653,2024-04-12,Organic Search,Asia Pacific,7,Free
CUST-02654,2024-04-10,Content Marketing,North America,31,Pro
CUST-02655,2024-04-21,Organic Search,Europe,3,Free
CUST-02656,2024-04-04,Content Marketing,Europe,12,Free
CUST-02657,2024-04-22,Organic Search,Latin America,12,Pro
CUST-02658,2024-04-08,Content Marketing,Europe,11,Free
CUST-02659,2024-04-03,Referral,North America,13,Free
CUST-02660,2024-04-08,Organic Search,Asia Pacific,17,Free
CUST-02661,2024-04-16,Organic Search,Latin America,11,Pro
CUST-02662,2024-04-03,Paid Ads,Asia Pacific,12,Free
CUST-02663,2024-04-23,Content Marketing,Europe,9,Free
CUST-02664,2024-04-19,Content Marketing,Asia Pacific,47,Pro
CUST-02665,2024-04-24,Organic Search,Asia Pacific,35,Pro
CUST-02666,2024-04-24,Paid Ads,Latin America,14,Free
CUST-02667,2024-04-07,Organic Search,North America,35,Pro
CUST-02668,2024-04-13,Organic Search,North America,25,Pro
CUST-02669,2024-04-23,Referral,Asia Pacific,7,Pro
CUST-02670,2024-04-04,Paid Ads,North America,15,Pro
CUST-02671,2024-04-16,Organic Search,North America,2,Pro
CUST-02672,2024-04-18,Content Marketing,Europe,152,Business
CUST-02673,2024-04-12,Referral,Asia Pacific,43,Pro
CUST-02674,2024-04-17,Content Marketing,North America,7,Free
CUST-02675,2024-04-21,Organic Search,Europe,13,Free
CUST-02676,2024-04-05,Content Marketing,Europe,1,Free
CUST-02677,2024-05-19,Organic Search,North America,17,Free
CUST-02678,2024-05-27,Organic Search,Latin America,13,Free
CUST-02679,2024-05-20,Outbound Sales,North America,3337,Enterprise
CUST-02680,2024-05-14,Outbound Sales,Asia Pacific,18,Pro
CUST-02681,2024-05-08,Referral,North America,112,Business
CUST-02682,2024-05-24,Paid Ads,Europe,41,Business
CUST-02683,2024-05-13,Content Marketing,Europe,114,Business
CUST-02684,2024-05-27,Content Marketing,Asia Pacific,24,Pro
CUST-02685,2024-05-08,Paid Ads,Asia Pacific,2,Free
CUST-02686,2024-05-24,Organic Search,Asia Pacific,39,Pro
CUST-02687,2024-05-07,Referral,North America,35,Pro
CUST-02688,2024-05-24,Outbound Sales,North America,65,Business
CUST-02689,2024-05-20,Organic Search,North America,18,Free
CUST-02690,2024-05-26,Paid Ads,North America,13,Free
CUST-02691,2024-05-16,Paid Ads,North America,6,Free
CUST-02692,2024-05-06,Paid Ads,North America,7,Free
CUST-02693,2024-05-12,Referral,Asia Pacific,44,Pro
CUST-02694,2024-05-27,Paid Ads,North America,15,Free
CUST-02695,2024-05-09,Content Marketing,Asia Pacific,8,Free
CUST-02696,2024-05-03,Content Marketing,North America,217,Business
CUST-02697,2024-05-21,Organic Search,North America,34,Pro
CUST-02698,2024-05-06,Content Marketing,Europe,35,Pro
CUST-02699,2024-05-27,Content Marketing,North America,44,Pro
CUST-02700,2024-05-24,Paid Ads,Europe,26,Pro
CUST-02701,2024-05-07,Paid Ads,Europe,44,Pro
CUST-02702,2024-05-02,Content Marketing,North America,24,Pro
CUST-02703,2024-05-19,Paid Ads,North America,35,Pro
CUST-02704,2024-05-24,Organic Search,Europe,14,Free
CUST-02705,2024-05-17,Organic Search,Europe,17,Free
CUST-02706,2024-05-22,Organic Search,North America,9,Pro
CUST-02707,2024-05-10,Referral,Europe,4,Pro
CUST-02708,2024-05-03,Organic Search,Europe,13,Free
CUST-02709,2024-05-14,Referral,Europe,8,Pro
CUST-02710,2024-05-12,Paid Ads,North America,1,Free
CUST-02711,2024-05-15,Content Marketing,Asia Pacific,6,Pro
CUST-02712,2024-05-26,Paid Ads,North America,9,Pro
CUST-02713,2024-05-07,Content Marketing,North America,1,Free
CUST-02714,2024-05-07,Content Marketing,Asia Pacific,18,Free
CUST-02715,2024-05-27,Organic Search,North America,5,Free
CUST-02716,2024-05-24,Referral,Latin America,35,Pro
CUST-02717,2024-05-05,Organic Search,Europe,24,Business
CUST-02718,2024-05-20,Content Marketing,North America,7,Free
CUST-02719,2024-05-19,Referral,North America,8,Free
CUST-02720,2024-05-03,Organic Search,North America,5,Free
CUST-02721,2024-05-04,Organic Search,North America,18,Pro
CUST-02722,2024-05-06,Paid Ads,Asia Pacific,16,Free
CUST-02723,2024-05-24,Content Marketing,Asia Pacific,5,Free
CUST-02724,2024-05-06,Content Marketing,North America,15,Free
CUST-02725,2024-05-26,Organic Search,North America,40,Pro
CUST-02726,2024-05-01,Organic Search,Europe,41,Pro
CUST-02727,2024-05-22,Paid Ads,Asia Pacific,22,Pro
CUST-02728,2024-05-22,Paid Ads,Europe,18,Free
CUST-02729,2024-05-14,Organic Search,Europe,90,Business
CUST-02730,2024-05-25,Organic Search,Europe,4,Free
CUST-02731,2024-05-01,Content Marketing,North America,42,Pro
CUST-02732,2024-05-02,Paid Ads,Asia Pacific,27,Pro
CUST-02733,2024-05-14,Referral,Latin America,19,Pro
CUST-02734,2024-05-12,Paid Ads,North America,1,Free
CUST-02735,2024-05-16,Paid Ads,Europe,6,Free
CUST-02736,2024-05-01,Referral,Europe,4,Pro
CUST-02737,2024-05-03,Organic Search,North America,5,Free
CUST-02738,2024-05-19,Organic Search,North America,42,Pro
CUST-02739,2024-05-05,Outbound Sales,North America,111,Business
CUST-02740,2024-05-22,Content Marketing,Europe,38,Pro
CUST-02741,2024-05-21,Referral,Europe,16,Free
CUST-02742,2024-05-05,Organic Search,North America,6,Free
CUST-02743,2024-05-11,Organic Search,Asia Pacific,19,Free
CUST-02744,2024-05-11,Organic Search,Asia Pacific,27,Pro
CUST-02745,2024-05-13,Content Marketing,North America,38,Pro
CUST-02746,2024-05-08,Content Marketing,North America,2,Free
CUST-02747,2024-05-21,Paid Ads,Europe,23,Pro
CUST-02748,2024-05-02,Outbound Sales,Latin America,143,Business
CUST-02749,2024-05-16,Organic Search,Asia Pacific,10,Pro
CUST-02750,2024-05-20,Paid Ads,Asia Pacific,14,Free
CUST-02751,2024-05-03,Organic Search,Asia Pacific,17,Free
CUST-02752,2024-05-23,Organic Search,Europe,45,Pro
CUST-02753,2024-05-14,Content Marketing,North America,17,Free
CUST-02754,2024-05-13,Content Marketing,Europe,11,Free
CUST-02755,2024-05-06,Organic Search,North America,39,Pro
CUST-02756,2024-05-07,Organic Search,North America,39,Pro
CUST-02757,2024-05-08,Paid Ads,Europe,2,Free
CUST-02758,2024-05-15,Organic Search,Asia Pacific,24,Pro
CUST-02759,2024-05-04,Paid Ads,North America,7,Free
CUST-02760,2024-05-02,Paid Ads,Europe,12,Pro
CUST-02761,2024-05-09,Organic Search,North America,15,Free
CUST-02762,2024-05-02,Organic Search,North America,93,Business
CUST-02763,2024-05-04,Organic Search,North America,10,Free
CUST-02764,2024-05-03,Content Marketing,North America,15,Free
CUST-02765,2024-05-03,Paid Ads,Europe,34,Pro
CUST-02766,2024-05-26,Paid Ads,North America,18,Pro
CUST-02767,2024-05-07,Organic Search,Europe,41,Business
CUST-02768,2024-05-05,Referral,North America,214,Business
CUST-02769,2024-05-23,Organic Search,Europe,27,Pro
CUST-02770,2024-05-20,Organic Search,Asia Pacific,49,Pro
CUST-02771,2024-05-27,Referral,Europe,23,Pro
CUST-02772,2024-05-21,Referral,Asia Pacific,50,Business
CUST-02773,2024-05-24,Organic Search,North America,49,Pro
CUST-02774,2024-05-11,Paid Ads,North America,19,Free
CUST-02775,2024-05-05,Outbound Sales,Europe,2331,Enterprise
CUST-02776,2024-05-10,Organic Search,North America,3,Free
CUST-02777,2024-05-07,Organic Search,Europe,16,Free
CUST-02778,2024-05-14,Paid Ads,North America,17,Free
CUST-02779,2024-05-10,Organic Search,North America,11,Pro
CUST-02780,2024-05-23,Referral,North America,21,Pro
CUST-02781,2024-05-26,Referral,Europe,232,Business
CUST-02782,2024-05-03,Paid Ads,North America,4,Free
CUST-02783,2024-05-13,Paid Ads,North America,11,Free
CUST-02784,2024-05-17,Paid Ads,North America,10,Free
CUST-02785,2024-05-06,Referral,North America,5,Free
CUST-02786,2024-05-20,Organic Search,Europe,5,Pro
CUST-02787,2024-05-27,Organic Search,Europe,6,Free
CUST-02788,2024-05-02,Referral,North America,16,Free
CUST-02789,2024-05-05,Organic Search,Europe,14,Free
CUST-02790,2024-05-06,Organic Search,Latin America,17,Pro
CUST-02791,2024-05-13,Paid Ads,Asia Pacific,19,Free
CUST-02792,2024-05-17,Referral,North America,123,Business
CUST-02793,2024-05-22,Organic Search,North America,55,Business
CUST-02794,2024-05-05,Referral,Asia Pacific,12,Pro
CUST-02795,2024-05-26,Content Marketing,North America,6,Free
CUST-02796,2024-05-25,Referral,North America,3,Free
CUST-02797,2024-05-08,Organic Search,Europe,2,Free
CUST-02798,2024-05-13,Content Marketing,North America,24,Pro
CUST-02799,2024-05-07,Organic Search,North America,39,Pro
CUST-02800,2024-05-05,Content Marketing,Europe,13,Free
CUST-02801,2024-05-13,Referral,North America,8,Free
CUST-02802,2024-05-24,Organic Search,Europe,41,Pro
CUST-02803,2024-05-20,Content Marketing,Asia Pacific,15,Pro
CUST-02804,2024-05-22,Paid Ads,Latin America,19,Free
CUST-02805,2024-05-05,Paid Ads,North America,16,Pro
CUST-02806,2024-05-19,Paid Ads,North America,21,Pro
CUST-02807,2024-05-06,Paid Ads,Europe,2,Free
CUST-02808,2024-05-23,Referral,North America,2,Free
CUST-02809,2024-05-21,Content Marketing,Latin America,13,Pro
CUST-02810,2024-05-23,Organic Search,Europe,39,Pro
CUST-02811,2024-05-03,Referral,Asia Pacific,232,Business
CUST-02812,2024-05-03,Referral,North America,40,Pro
CUST-02813,2024-05-05,Referral,Asia Pacific,46,Pro
CUST-02814,2024-05-04,Paid Ads,Asia Pacific,12,Free
CUST-02815,2024-05-23,Paid Ads,Asia Pacific,3,Free
CUST-02816,2024-05-10,Referral,Europe,24,Pro
CUST-02817,2024-05-23,Organic Search,Asia Pacific,17,Free
CUST-02818,2024-05-08,Organic Search,North America,12,Free
CUST-02819,2024-05-01,Paid Ads,North America,10,Free
CUST-02820,2024-05-19,Organic Search,North America,22,Pro
CUST-02821,2024-05-26,Organic Search,Asia Pacific,32,Pro
CUST-02822,2024-05-21,Organic Search,North America,12,Free
CUST-02823,2024-05-02,Referral,North America,12,Free
CUST-02824,2024-05-14,Outbound Sales,North America,683,Enterprise
CUST-02825,2024-05-08,Paid Ads,Europe,12,Free
CUST-02826,2024-05-12,Organic Search,Asia Pacific,44,Pro
CUST-02827,2024-05-21,Content Marketing,Asia Pacific,6,Free
CUST-02828,2024-05-02,Organic Search,North America,16,Free
CUST-02829,2024-05-01,Outbound Sales,North America,101,Business
CUST-02830,2024-05-22,Paid Ads,Asia Pacific,14,Free
CUST-02831,2024-05-17,Organic Search,Europe,24,Pro
CUST-02832,2024-05-08,Paid Ads,Europe,14,Free
CUST-02833,2024-05-24,Organic Search,Latin America,49,Pro
CUST-02834,2024-05-03,Content Marketing,Asia Pacific,17,Free
CUST-02835,2024-05-05,Organic Search,North America,19,Free
CUST-02836,2024-05-01,Content Marketing,North America,49,Pro
CUST-02837,2024-05-11,Referral,Europe,116,Business
CUST-02838,2024-05-13,Content Marketing,Europe,49,Pro
CUST-02839,2024-05-09,Content Marketing,Asia Pacific,12,Pro
CUST-02840,2024-05-24,Organic Search,North America,44,Pro
CUST-02841,2024-05-27,Paid Ads,North America,6,Free
CUST-02842,2024-05-08,Content Marketing,North America,48,Pro
CUST-02843,2024-05-12,Paid Ads,Latin America,12,Free
CUST-02844,2024-05-11,Organic Search,Europe,2,Free
CUST-02845,2024-05-01,Organic Search,Asia Pacific,13,Free
CUST-02846,2024-05-03,Organic Search,Asia Pacific,42,Pro
CUST-02847,2024-05-17,Content Marketing,Asia Pacific,27,Pro
CUST-02848,2024-05-02,Paid Ads,North America,12,Pro
CUST-02849,2024-05-07,Referral,North America,14,Pro
CUST-02850,2024-05-22,Outbound Sales,North America,3316,Enterprise
CUST-02851,2024-05-02,Organic Search,Asia Pacific,33,Pro
CUST-02852,2024-05-10,Referral,Asia Pacific,32,Pro
CUST-02853,2024-05-10,Organic Search,Europe,33,Pro
CUST-02854,2024-05-04,Organic Search,Europe,8,Free
CUST-02855,2024-05-04,Organic Search,Europe,45,Pro
CUST-02856,2024-05-06,Organic Search,Europe,35,Pro
CUST-02857,2024-05-17,Paid Ads,Europe,233,Business
CUST-02858,2024-05-12,Paid Ads,Europe,7,Pro
CUST-02859,2024-05-12,Organic Search,North America,14,Free
CUST-02860,2024-05-12,Organic Search,Asia Pacific,9,Pro
CUST-02861,2024-05-27,Referral,Asia Pacific,11,Pro
CUST-02862,2024-05-22,Organic Search,Asia Pacific,10,Free
CUST-02863,2024-05-06,Content Marketing,North America,18,Free
CUST-02864,2024-05-14,Content Marketing,Europe,14,Pro
CUST-02865,2024-05-11,Referral,North America,43,Pro
CUST-02866,2024-05-21,Paid Ads,Latin America,31,Pro
CUST-02867,2024-05-06,Referral,North America,16,Free
CUST-02868,2024-05-25,Referral,North America,17,Pro
CUST-02869,2024-05-08,Content Marketing,North America,45,Pro
CUST-02870,2024-05-20,Outbound Sales,Europe,3793,Enterprise
CUST-02871,2024-05-04,Paid Ads,Asia Pacific,19,Free
CUST-02872,2024-05-06,Paid Ads,Latin America,13,Free
CUST-02873,2024-05-11,Content Marketing,Europe,2,Free
CUST-02874,2024-05-03,Organic Search,North America,13,Free
CUST-02875,2024-05-21,Paid Ads,North America,16,Free
CUST-02876,2024-05-10,Referral,North America,227,Business
CUST-02877,2024-05-07,Referral,North America,12,Free
CUST-02878,2024-05-14,Paid Ads,North America,33,Pro
CUST-02879,2024-05-09,Organic Search,Asia Pacific,11,Pro
CUST-02880,2024-05-09,Organic Search,Latin America,3,Free
CUST-02881,2024-05-14,Paid Ads,Europe,3,Pro
CUST-02882,2024-05-14,Content Marketing,North America,1,Free
CUST-02883,2024-05-20,Content Marketing,Asia Pacific,20,Pro
CUST-02884,2024-05-20,Paid Ads,Latin America,20,Pro
CUST-02885,2024-05-17,Organic Search,North America,4,Free
CUST-02886,2024-05-16,Content Marketing,North America,19,Pro
CUST-02887,2024-05-23,Referral,North America,21,Pro
CUST-02888,2024-05-16,Paid Ads,Europe,19,Free
CUST-02889,2024-05-17,Paid Ads,North America,11,Pro
CUST-02890,2024-05-04,Organic Search,Europe,13,Free
CUST-02891,2024-05-12,Content Marketing,Asia Pacific,15,Business
CUST-02892,2024-05-20,Paid Ads,North America,4,Free
CUST-02893,2024-05-25,Paid Ads,Europe,32,Pro
CUST-02894,2024-05-12,Content Marketing,Europe,10,Free
CUST-02895,2024-05-21,Referral,Europe,21,Pro
CUST-02896,2024-05-09,Content Marketing,North America,8,Free
CUST-02897,2024-05-10,Paid Ads,Europe,41,Pro
CUST-02898,2024-05-24,Paid Ads,Europe,1,Free
CUST-02899,2024-05-23,Content Marketing,Asia Pacific,91,Business
CUST-02900,2024-05-17,Outbound Sales,North America,83,Business
CUST-02901,2024-05-21,Outbound Sales,North America,410,Enterprise
CUST-02902,2024-05-09,Content Marketing,North America,4,Free
CUST-02903,2024-05-15,Paid Ads,Asia Pacific,45,Pro
CUST-02904,2024-05-11,Organic Search,Asia Pacific,49,Pro
CUST-02905,2024-05-14,Paid Ads,North America,48,Pro
CUST-02906,2024-05-15,Content Marketing,Europe,3,Free
CUST-02907,2024-05-18,Paid Ads,Europe,15,Free
CUST-02908,2024-05-03,Referral,North America,49,Pro
CUST-02909,2024-05-24,Content Marketing,Asia Pacific,17,Free
CUST-02910,2024-05-16,Outbound Sales,Europe,1008,Enterprise
CUST-02911,2024-05-15,Content Marketing,North America,17,Business
CUST-02912,2024-05-02,Paid Ads,North America,22,Pro
CUST-02913,2024-05-19,Paid Ads,Europe,19,Free
CUST-02914,2024-05-24,Outbound Sales,North America,2594,Enterprise
CUST-02915,2024-05-04,Organic Search,Latin America,11,Free
CUST-02916,2024-05-23,Organic Search,Asia Pacific,2,Pro
CUST-02917,2024-05-20,Outbound Sales,North America,1129,Enterprise
CUST-02918,2024-05-27,Referral,Europe,41,Pro
CUST-02919,2024-05-25,Paid Ads,North America,4,Free
CUST-02920,2024-05-09,Organic Search,North America,12,Free
CUST-02921,2024-05-04,Paid Ads,Asia Pacific,3,Pro
CUST-02922,2024-05-19,Content Marketing,Europe,22,Pro
CUST-02923,2024-05-10,Paid Ads,Latin America,16,Pro
CUST-02924,2024-05-12,Paid Ads,Europe,14,Free
CUST-02925,2024-05-05,Paid Ads,North America,18,Free
CUST-02926,2024-05-16,Content Marketing,North America,116,Business
CUST-02927,2024-05-07,Content Marketing,North America,31,Pro
CUST-02928,2024-05-10,Paid Ads,Europe,9,Free
CUST-02929,2024-05-01,Paid Ads,North America,29,Pro
CUST-02930,2024-05-10,Organic Search,North America,14,Free
CUST-02931,2024-05-15,Paid Ads,North America,3,Pro
CUST-02932,2024-05-18,Organic Search,Europe,22,Pro
CUST-02933,2024-05-09,Paid Ads,Europe,13,Free
CUST-02934,2024-05-20,Paid Ads,North America,23,Pro
CUST-02935,2024-05-05,Organic Search,Europe,42,Pro
CUST-02936,2024-05-14,Organic Search,Asia Pacific,18,Pro
CUST-02937,2024-05-08,Organic Search,North America,10,Free
CUST-02938,2024-05-19,Organic Search,North America,41,Pro
CUST-02939,2024-05-19,Referral,Europe,17,Pro
CUST-02940,2024-05-06,Organic Search,Europe,36,Pro
CUST-02941,2024-05-13,Organic Search,Latin America,43,Pro
CUST-02942,2024-05-14,Outbound Sales,Latin America,223,Enterprise
CUST-02943,2024-05-07,Organic Search,Europe,12,Pro
CUST-02944,2024-05-22,Content Marketing,Europe,2,Free
CUST-02945,2024-05-18,Paid Ads,Asia Pacific,8,Free
CUST-02946,2024-05-13,Referral,North America,44,Pro
CUST-02947,2024-05-03,Paid Ads,North America,12,Free
CUST-02948,2024-05-16,Organic Search,North America,17,Free
CUST-02949,2024-05-24,Content Marketing,North America,12,Free
CUST-02950,2024-05-18,Content Marketing,Latin America,6,Pro
CUST-02951,2024-05-24,Paid Ads,Asia Pacific,6,Free
CUST-02952,2024-05-13,Referral,Europe,21,Pro
CUST-02953,2024-05-14,Paid Ads,Asia Pacific,7,Free
CUST-02954,2024-05-04,Content Marketing,North America,17,Free
CUST-02955,2024-05-25,Content Marketing,North America,14,Free
CUST-02956,2024-05-07,Organic Search,North America,16,Free
CUST-02957,2024-05-15,Content Marketing,Europe,40,Pro
CUST-02958,2024-05-23,Outbound Sales,Latin America,278,Enterprise
CUST-02959,2024-05-16,Referral,North America,184,Business
CUST-02960,2024-05-05,Organic Search,Asia Pacific,16,Free
CUST-02961,2024-05-17,Content Marketing,North America,5,Free
CUST-02962,2024-05-14,Referral,North America,31,Pro
CUST-02963,2024-05-02,Organic Search,Asia Pacific,4,Free
CUST-02964,2024-05-16,Content Marketing,Europe,9,Free
CUST-02965,2024-05-26,Paid Ads,Europe,29,Pro
CUST-02966,2024-05-27,Content Marketing,North America,15,Free
CUST-02967,2024-05-01,Referral,Asia Pacific,3,Free
CUST-02968,2024-05-17,Organic Search,North America,18,Pro
CUST-02969,2024-05-05,Outbound Sales,North America,3503,Enterprise
CUST-02970,2024-05-11,Paid Ads,North America,17,Free
CUST-02971,2024-05-12,Paid Ads,North America,178,Business
CUST-02972,2024-06-09,Organic Search,North America,5,Free
CUST-02973,2024-06-18,Organic Search,Latin America,2,Pro
CUST-02974,2024-06-01,Referral,North America,8,Pro
CUST-02975,2024-06-04,Paid Ads,North America,6,Free
CUST-02976,2024-06-03,Content Marketing,North America,29,Pro
CUST-02977,2024-06-04,Paid Ads,North America,6,Free
CUST-02978,2024-06-15,Paid Ads,North America,11,Free
CUST-02979,2024-06-21,Content Marketing,Asia Pacific,14,Pro
CUST-02980,2024-06-15,Content Marketing,Asia Pacific,15,Pro
CUST-02981,2024-06-09,Content Marketing,North America,2,Pro
CUST-02982,2024-06-22,Organic Search,North America,14,Free
CUST-02983,2024-06-24,Outbound Sales,Europe,232,Business
CUST-02984,2024-06-12,Content Marketing,North America,15,Free
CUST-02985,2024-06-19,Content Marketing,Latin America,16,Free
CUST-02986,2024-06-20,Referral,Europe,8,Pro
CUST-02987,2024-06-07,Outbound Sales,North America,2629,Enterprise
CUST-02988,2024-06-24,Paid Ads,Europe,7,Free
CUST-02989,2024-06-26,Referral,Europe,35,Pro
CUST-02990,2024-06-25,Referral,North America,6,Free
CUST-02991,2024-06-07,Referral,Europe,178,Business
CUST-02992,2024-06-19,Referral,Asia Pacific,117,Business
CUST-02993,2024-06-23,Organic Search,Europe,16,Free
CUST-02994,2024-06-15,Paid Ads,Europe,17,Pro
CUST-02995,2024-06-12,Paid Ads,Europe,33,Pro
CUST-02996,2024-06-21,Referral,North America,17,Free
CUST-02997,2024-06-25,Referral,North America,8,Free
CUST-02998,2024-06-09,Content Marketing,North America,39,Pro
CUST-02999,2024-06-13,Content Marketing,North America,31,Pro
CUST-03000,2024-06-20,Paid Ads,North America,8,Free
CUST-03001,2024-06-05,Organic Search,Europe,14,Free
CUST-03002,2024-06-24,Referral,North America,14,Free
CUST-03003,2024-06-04,Content Marketing,North America,3,Free
CUST-03004,2024-06-26,Referral,Europe,18,Pro
CUST-03005,2024-06-18,Content Marketing,Europe,44,Pro
CUST-03006,2024-06-26,Outbound Sales,Latin America,34,Pro
CUST-03007,2024-06-06,Paid Ads,Europe,3,Free
CUST-03008,2024-06-26,Referral,Asia Pacific,7,Pro
CUST-03009,2024-06-20,Paid Ads,Europe,2,Free
CUST-03010,2024-06-18,Paid Ads,Europe,4,Free
CUST-03011,2024-06-02,Organic Search,Latin America,46,Pro
CUST-03012,2024-06-05,Organic Search,North America,11,Free
CUST-03013,2024-06-13,Organic Search,Asia Pacific,30,Pro
CUST-03014,2024-06-09,Referral,North America,49,Pro
CUST-03015,2024-06-10,Organic Search,Europe,32,Pro
CUST-03016,2024-06-06,Paid Ads,Europe,17,Pro
CUST-03017,2024-06-10,Paid Ads,Europe,16,Free
CUST-03018,2024-06-13,Paid Ads,Europe,3,Pro
CUST-03019,2024-06-12,Content Marketing,Europe,20,Pro
CUST-03020,2024-06-11,Paid Ads,North America,17,Free
CUST-03021,2024-06-04,Organic Search,Europe,16,Free
CUST-03022,2024-06-08,Outbound Sales,Europe,3340,Enterprise
CUST-03023,2024-06-09,Content Marketing,Europe,9,Pro
CUST-03024,2024-06-03,Referral,Europe,3,Free
CUST-03025,2024-06-17,Referral,Asia Pacific,6,Pro
CUST-03026,2024-06-03,Organic Search,Latin America,11,Free
CUST-03027,2024-06-12,Referral,Asia Pacific,138,Business
CUST-03028,2024-06-25,Organic Search,North America,13,Free
CUST-03029,2024-06-14,Paid Ads,Asia Pacific,16,Free
CUST-03030,2024-06-06,Organic Search,Europe,20,Pro
CUST-03031,2024-06-07,Referral,Latin America,2,Pro
